id,name,lat,lng,city,state
cd810e0e-6373-4ae8-b18d-c040393a4191,CHN-Sholinganallur New,12.930555,80.232566,Chennai,Tamilnadu
5c849951-0ba3-4878-9b29-eb2d3ef252eb,SUR-Majura Gate,21.173552,72.823647,Surat,Gujarat
8a93c269-b281-4e2d-98b8-cce217827cd0,GZB-Shyam Park,28.680958153616587,77.34536166318739,Ghaziabad,Uttar Pradesh
1fc29afb-f9cf-4819-8af5-dc02edf25642,JLR-Jalandhar Heights,31.2676632,75.5870526,Jalandhar,Punjab
8303b80f-8aea-4d15-9c54-ef1b3c12b6e5,HYD-BOLARUM,17.5265278,78.5129444,Hyderabad,Telangana
973a6df0-7634-4291-be0d-cd48a816516b,MUM-Mahim,19.042160158844943,72.84312361106556,Mumbai,Maharashtra
ae43241e-255b-4c36-8275-c775b91b4028,BLR-RAGHAVENDRA LAYOUT,12.8849293,77.5409494,Bengaluru,Karnataka
ea7bcce0-6cbf-4a46-a731-3cc66449e073,NAG-Bhupesh Nagar,21.18091227,79.06012809,Nagpur,Maharashtra
b9641f44-b385-4cbd-816e-6dceeff911b0,HYD-APCO Colony,17.368778,78.576139,Hyderabad,Telangana
04c98d7c-c6bf-41f6-8d43-dc50e7c0edb1,FBD-Saini Mohalla,28.3270814,77.3357423,Faridabad,Haryana
ee6f8d8a-94dc-47c7-a4c5-7ea1efe3031b,CHN-ADYAR,13.00196700697597,80.2560087555934,Chennai,Tamilnadu
c56338b2-6871-4193-b594-445cdb7706b3,JAI-Kankha Di Dhani,26.814305,75.763155,Jaipur,Rajasthan
5dbd7e40-75db-452c-bd76-7dac3d7c0c0b,DEL - East of Kailash,28.554289,77.243605,Delhi,Delhi
e65fe048-7b72-4698-8aac-03359d3171a3,BLR-Kasturinagar,13.0047881,77.6629972,Bengaluru,Karnataka
9f128d50-def8-471b-bc47-b041d95b885a,NOD_SECTOR 63 NOIDA,28.618837,77.378237,Noida,Uttar Pradesh
4ab9ad5d-75ba-4cca-93cd-9f40062825c7,CHN-Thoraipakkam New,12.96051,80.2468,Chennai,Tamilnadu
2a607d6c-27cf-4475-a804-e99a363919c4,LDH-Hargobind Nagar,30.911503,75.868477,Ludhiana,Punjab
1a2ba310-07de-4a70-946c-b54f2a487646,BLR-Kadugodi,12.98612069,77.7450889,Bengaluru,Karnataka
3422fce9-9587-44a5-8cff-8ee60c65617d,NOD-Sector 46 Network,28.556297,77.350386,Noida,Uttar Pradesh
c1490eb7-318a-4ee3-b14c-37e943e3b44a,LKO-Krishna Nagar,26.794554,80.881897,Lucknow,Uttar Pradesh
7435fb66-e8cd-436b-9471-199862cc9fa1,CHN-Navalur Network,12.82142,80.20477,Chennai,Tamilnadu
efe487f5-0138-496c-9360-ba76a80cd46f,CHN-KUMANANCHAVADI,13.04614,80.11744,Chennai,Tamilnadu
c2279e92-0a29-4470-861e-28a8798e031f,Mum-Parel,18.99228241814113,72.84805584890945,Mumbai,Maharashtra
97a88d32-5435-4ba1-b678-b881529ce97d,PUN-Bavdhan,18.5189577,73.76990496,Pune,Maharashtra
0ea53a34-8b00-4f97-b9c1-9cab4eba4f40,GZB-MADHUBAN BAPUDHAM,28.698249,77.486097,Ghaziabad,Uttar Pradesh
0053a04d-aeb4-46b5-99fe-d740491e3843,BLR-Jakkur New,13.06662468,77.6092697,Bengaluru,Karnataka
884a853d-1386-4114-a4eb-d60cc898406f,MUM-Shilphata,19.1499223,73.0439121,Mumbai,Maharashtra
6c3a340a-8c23-4518-95ff-4e7aebe0ff6a,GGN-Sohna,28.2523,77.0713,Gurugram,Haryana
be1ccc2b-a9dd-4372-82da-e831188bcb55,IDR-Sahakar Nagar,22.66749,75.81348,Indore,Madhya Pradesh
9c01eb65-1a76-4b02-985f-1eae1b8c2ca2,HYD-Alkapur township,17.397111,78.36725,Hyderabad,Telangana
e8906fc6-3925-4713-bca4-3388408415d9,AHM-Nikol New,23.044102,72.672668,Ahmedabad,Gujarat
2abca56f-4918-4aa7-b110-34068bd40d7e,MDU-SS Colony,9.914887,78.094715,Madurai,Tamilnadu
65505923-68ad-4bd1-8258-cbff0d32e938,CHN-Puthagram,13.133006,80.192203,Chennai,Tamilnadu
0f63c763-901b-4a64-8c53-da415735616b,CHN-Mahindra World City,12.730437,79.997378,Chennai,Tamilnadu
7e7b4df8-a5a1-4acb-9aa4-b5ecf86a6f2b,DEL-SHAKTI NAGAR,28.684013,77.196556,Delhi,Delhi
e92b6e46-2f9f-46b5-99ab-56d2db0a90a6,MUM-Taloja,19.070581,73.098137,Mumbai,Maharashtra
2b28a8f0-7027-4c5b-8a0b-63c748e5e29d,NAG-Zingabai Takali,21.19269,79.07063,Nagpur,Maharashtra
c05fc241-12e3-417b-aa15-a13ecfc60122,PAN-Sector 18 Huda,29.43842,76.97276,Panipat,Haryana
4c79b92b-aa06-420e-8af9-c385a233be62,HYD-KONDAPUR NETWORK 2,17.467594828983522,78.36751090823947,Hyderabad,Telangana
ecd420a4-fb9a-4d21-b002-fafa41a685ff,JAI-Jagatpura,26.803806,75.8729429,Jaipur,Rajasthan
5678bc9a-0e9e-4d5e-a78c-4b418df692eb,BLR-Bannerghatta Network 2,12.86837,77.61872,Bengaluru,Karnataka
cf384ecd-5e1f-47e9-9194-8e9dc940e8c3,BLR-JAYANAGAR New,12.941703,77.580188,Bengaluru,Karnataka
84e7185d-375b-4386-ad42-ae55139e9e0f,MUM-Sainath Nagar,19.4209807,72.8187571,Mumbai,Maharashtra
7d1a958f-c3c0-498d-ac4f-1482550f08d4,DED-Balliwala,30.3294,78.01163,Dehradun,Uttarakhand
d2020a3b-0420-4886-8c55-3128f6a3f592,SUR-Adajan,21.19389953,72.78632357,Surat,Gujarat
594e08e1-87d1-4502-9e92-182e895a6c0c,AHM-Paldi,23.016747,72.566938,Ahmedabad,Gujarat
82dffafa-bf7f-4752-a0b2-561dc1349c4a,GGN-SECTOR 49,28.410107,77.051341,Gurugram,Haryana
83561210-ebc8-42d7-b63f-1cb5e3117b08,PUN-Pimple Saudagar Network-2,18.597253,73.765,Pune,Maharashtra
c9b29da7-6062-41cf-9c31-ddd073e447ba,REW-Sector 4,28.179775,76.628566,Rewari,Haryana
7a6201d1-93ae-4a45-bdb1-fbf73c1255a8,AMB-Arya Nagar,30.337112,76.864876,Ambala,Haryana
27f14bc8-3989-446f-b877-52a87b4f39fb,CHN-Perumbakkam Network,12.877048,80.198829,Chennai,Tamilnadu
5369c87b-f60c-40ad-a57d-8729da87e72f,HYD-Kapra,17.48647,78.56183,Hyderabad,Telangana
d50a3a1a-4ab0-4a0e-b87d-e032776daff9,MUM-Kandivali West New,19.20472507,72.82723531,Mumbai,Maharashtra
dd520c1a-80de-4060-9e8a-7b2156223efe,PUN-Katraj,18.44510808,73.88534402,Pune,Maharashtra
553c9cfa-5a00-4b98-a1d5-152c813e12d2,KOL-Kestopur,22.59477361,88.43478454,Kolkata,West Bengal
3b579acc-ff7e-4e12-8b96-8e144cff0aa7,MUM-Girgaon,18.957252469614385,72.81948612136898,Mumbai,Maharashtra
261b9c45-eb5b-4398-be1c-909ccde6f629,DEL-ROHINI SECTOR 3,28.697833,77.114542,Delhi,Delhi
5690bc28-515a-4020-96a6-1e33718b8fb3,AHM-Nirma University,23.13125,72.55217,Ahmedabad,Gujarat
2132443f-a32b-487a-b774-ce86e7184578,PYJ-Kalindipuram,25.42617925,81.7849634,Prayagraj,Uttar Pradesh
6e8bac7d-b774-43ae-9fba-3a2c9ce4637a,COI-Singanallur,11.004333,77.029363,Coimbatore,Tamilnadu
53e2e572-473e-4948-a71f-02590a60f747,GGN-Sector-45,28.44781985,77.06840927,Gurugram,Haryana
8c5cc6a4-843f-4ace-a59d-4547a9ff9e8a,CHN-Manivakkam,12.890704,80.066877,Chennai,Tamilnadu
94ec12c0-9fd4-45fe-aea4-1e41e70413fb,LDH-Rishi Nagar,30.916811,75.805462,Ludhiana,Punjab
0bb92297-286f-45a2-8b94-40bb25c86e55,LKO-Gudamba,26.92214909998486,80.97039589604312,Lucknow,Uttar Pradesh
adec0623-e83c-46cc-9eef-d33b4486d054,HYD-KOTHAPET New,17.373297,78.543314,Hyderabad,Telangana
f503f309-0f93-4388-850f-1091f44232e0,CHN-Palavanthangal,12.990941,80.190823,Chennai,Tamilnadu
a466fff3-62f1-4065-bfab-4ed019c39afc,HYD-Jeedimetla,17.526245,78.428032,Hyderabad,Telangana
f44aaa81-4dd2-4f45-8695-57b7faa3e66e,LKO-Arjunganj,26.80775,80.9962222,Lucknow,Uttar Pradesh
f2c5a570-9b33-4094-9b3b-614319c81f8e,NAG-Gokulpeth,21.1466389,79.0542934,Nagpur,Maharashtra
d809f060-1074-46a3-b914-345f30df60b9,SPR-Sadar Thana,29.951775,77.550741,Saharanpur,Uttar Pradesh
76763e89-ac03-4897-b7c4-f2569eb37f35,PUN-NIBM ROAD,18.468771955873734,73.90035155767262,Pune,Maharashtra
edf1aca4-600d-45b6-b7f8-8d83157bb84f,MUM-WAGHLE ESTATE,19.19617470535646,72.94593366861521,Mumbai,Maharashtra
0be324c2-79de-426d-8d78-24b4d50cd9b4,BEK-Mahanagar Colony,28.39054323,79.45453077,Bareilly,Uttar Pradesh
1bbb2d45-ee2a-40b6-9f0b-c451b7960651,VAD-Gotri Road,22.31624439,73.13118508,Vadodra,Gujarat
0da49a11-dc9d-46d6-aff6-c33d197f8992,HYD-Kothapet Network New,17.3671867,78.5207456,Hyderabad,Telangana
2036c1f6-0885-407c-a607-6a237897ae33,JAI-Nirman Nagar,26.885461,75.749982,Jaipur,Rajasthan
4e507e91-6be7-4f3c-8dfe-aaa051a6d0c8,BLR-ITPL Layout,12.96191262,77.71678497,Bengaluru,Karnataka
2c5f4d5e-e4b5-40d2-9230-d35756cfd601,PUN-Bibewadi,18.470524,73.862885,Pune,Maharashtra
6047c8fe-15ed-4c61-8d3e-060e800702f5,BLR - Bhadrappa Layout,13.04753257586126,77.57837342971322,Bengaluru,Karnataka
ea69a325-0bcd-41d5-84cd-fb1863043812,MUM-Yashwant Nagar,19.452023,72.803967,Mumbai,Maharashtra
19196ae9-a62a-4eee-a6c3-b6243c9b3f01,GGN-Sector 37,28.455115,76.990607,Gurugram,Haryana
4e9be954-763d-417a-94b5-04c7a7dc27d4,LKO-Aziz Nagar,26.917683,80.937691,Lucknow,Uttar Pradesh
4b54927e-5c54-4564-8c9f-1e518e6488e3,DEL-Munirka,28.556305,77.173222,Delhi,Delhi
3c4c217e-1efd-4915-ada7-22f94230bae6,BEL-Sector 12,15.8796111,74.5268611,Belgavi,Karnataka
9cdc6807-1add-4e75-887d-8c8b32b7fc7e,HSS-Krishna Nagar Colony,29.13709405,75.73790241,Hisar,Haryana
2607025a-3900-4f19-a9b9-d158be8b4858,DED-Dharampur Chowk,30.301613,78.051037,Dehradun,Uttarakhand
97a25366-1a8e-4834-9d57-a976e76af3dc,MUM-Nalasopara,19.40993,72.83361,Mumbai,Maharashtra
f9e3aef6-a8b9-4bb4-9177-a7ca316dfd71,MUM-Park Road,19.10068894,72.85325786,Mumbai,Maharashtra
e3846f73-ac5c-4b6f-a467-946a66a6704c,UDR-Shobhagpura,24.600647,73.709322,Udaipur,Rajasthan
14f1a8ec-192a-49d1-95fd-514b5e14f919,GGN-Sector 70 A,28.38621,77.02198,Gurugram,Haryana
4889c148-d24c-4837-888b-fbb7c0d86a91,SAS-Jubilee Junction,30.672933,76.727499,SAS Nagar,Punjab
007c5273-56fd-4f81-a8e6-69d2e0db52b4,VAD-Karelibaug,22.341301,73.20376,Vadodra,Gujarat
48ff71eb-60ab-412e-937c-cdef9b1d3a33,WGC-Kareemabad,17.956337,79.600845,Warangal,Telangana
0f2d3f82-cf97-45e8-bd80-759fe5dfbf6c,BLR-Sarjapur-2,12.9026566,77.6613229,Bengaluru,Karnataka
40382f4d-61eb-4e99-9a0f-201fd9926f40,BLR-BTM-2,12.9117795419901,77.6031987740639,Bengaluru,Karnataka
684a75ae-c944-480c-a64f-76a1a9cfa393,MUM-Nehru Nagar,19.05860442,72.87954559,Mumbai,Maharashtra
559d99e4-56b4-4659-9022-07abdf9329b2,PUN-Mhalunge Road,18.57223717,73.7537584,Pune,Maharashtra
56b34f56-7705-43b0-8fee-64125becba91,KOL-Joka New,22.448823975655575,88.3011469959512,Kolkata,West Bengal
0f8103ff-a85c-40ac-8658-ffecaa4fb853,CHN-Sivan Nagar,13.138587,80.288094,Chennai,Tamilnadu
bcfaff62-217e-4fab-b8cd-a89d81ccfc4a,GGN-Ardee City NEW,28.422124,77.090524,Gurugram,Haryana
d4826474-66a7-4a03-98a6-950ae93a634d,NOD-Jalvayu Vihar,28.454972,77.519796,Noida,Uttar Pradesh
4bbfd2a7-633f-40bf-91e3-3cfdd08fd6cc,LKO-vijaya Khand,26.86719,81.01611,Lucknow,Uttar Pradesh
443fffe1-024b-4c04-9b3a-eaf3af01c83d,CHN-Pammal Network 2,12.979998,80.13662,Chennai,Tamilnadu
8851f149-0658-4c0f-9995-1fcf9ca5404b,NAG-Garoba Maidan,21.138921,79.125938,Nagpur,Maharashtra
9ab4aaf2-f0b5-477c-b633-b3a555b0db42,MUM-CHEMBUR NEW,19.05033,72.9095,Mumbai,Maharashtra
ed887f36-42af-4fcb-92b8-e626ff12058b,HYD-Kokapet,17.383792,78.341412,Hyderabad,Telangana
4b7a4e49-97dc-4bab-a168-52fcc8711105,PUN-Kondhwa,18.470199,73.891835,Pune,Maharashtra
1aeea608-4e80-48a1-9c8a-0d0ac28eb876,FBD-Sector-86,28.411383,77.347755,Faridabad,Haryana
99949ff5-2335-4704-bbdf-b8f86a90c811,BLR-RWF Yelahanka,13.106778,77.580361,Bengaluru,Karnataka
56b257df-32c7-482f-9963-01ec865624c3,CHN-Medavakkam Network,12.9279,80.20017,Chennai,Tamilnadu
a7a8db9f-5860-4635-9e4b-8b3aba6526e4,DEL-Sagarpur,28.608631,77.098019,Delhi,Delhi
41b702ce-4302-4b24-8997-c9bd507d5ea7,DEL-Dwarka Sector 12 Network,28.607881,77.033508,Delhi,Delhi
34774f44-f41c-4bde-993b-8e93684ff94f,BLR-Pipeline road new,13.04233,77.54778,Bengaluru,Karnataka
fae50483-1e9b-491c-a62a-5e7216cb7f57,NOD-SECTOR 142 NETWORK,28.504493556668102,77.4144443958839,Noida,Uttar Pradesh
8ffc7380-5ace-4a2b-b8c9-f4e85364d14c,HYD-Bachupally New,17.53993,78.3660868,Hyderabad,Telangana
e4a9d9d2-dcea-46bb-b683-83dda1e9e6d6,BLR-Shivaji nagar New,12.989395,77.609946,Bengaluru,Karnataka
6500290b-eea8-460e-a447-14e27bbfe116,HYD-Shaikpet,17.40972287,78.39461117,Hyderabad,Telangana
24161f96-e91b-451f-ae76-79a5c7469496,HOS-Hosur,12.72144,77.823116,Hosur,Tamilnadu
ab5b8567-c808-4008-8793-b83489a3c6fa,MUM-Goregaon E Network New,19.179661,72.865097,Mumbai,Maharashtra
ea49abf1-77df-4575-8022-fbcf9e25b3b4,BLR-JP Nagar New,12.894204,77.584495,Bengaluru,Karnataka
fab4fc54-b957-4a4b-9e1b-eb5642c9e224,MUM- Lower Parel Network,19.01505491,72.83806561,Mumbai,Maharashtra
36924e6d-5307-4b1e-af42-2143e748a664,NAS-Dasak,19.978547,73.827885,Nashik,Maharashtra
ed394930-f138-4f33-a3dc-51910eb68f59,PAL-Kalpathy,10.7899323,76.6499911,Palakkad,Kerala
dbd8cb1b-0dd8-476d-8c3c-0b2be12536b2,IDR-Navlakha,22.695321,75.859981,Indore,Madhya Pradesh
044b3951-b27e-4dc4-b831-5698618b65d0,PAT-New Lal Bagh Colony,30.320601,76.38423,Patiala,Punjab
960c0c9b-3602-42c5-bea7-b9f8a737e68f,MUM-Wadala New,19.03297391,72.87819379,Mumbai,Maharashtra
20c47a85-2b47-41d8-a02f-8a9b34c8bb4b,LKO-Khera Para,26.83282,80.85764,Lucknow,Uttar Pradesh
30cbdf99-c43b-4a4f-8754-7399625ce08c,MUM-Palghar,19.6928897,72.771077,Mumbai,Maharashtra
bd54e57b-7052-4b6f-a52d-64f90447f943,NOD-Chi 5,28.42847,77.50791,Noida,Uttar Pradesh
4a23af0e-df8c-46c5-a68f-78fe1e0909f3,KOC-PALLURTHY,9.931492,76.263654,Kochi,Kerala
1a13c8ef-91b4-462b-b27d-45451693f7a2,HYD-NIZAMPET NETWORK 2,17.5056111,78.3914722,Hyderabad,Telangana
2aea52a3-d15a-4e0c-b97d-4670bd600eaf,MUM-Kamothe,19.021017678180517,73.1012720067633,Mumbai,Maharashtra
da931d01-2519-4d80-89ae-9d74dbb71918,NAS-Indira Nagar,19.97452111,73.78760208,Nashik,Maharashtra
cd6c08c9-56dc-4f63-8aee-c53fbd38927b,HYD-Chengicherla,17.432703,78.597353,Hyderabad,Telangana
b2b682f4-7010-4945-b0bf-6e55df78f39d,HYD-JUBLEEHILLS,17.424047,78.412773,Hyderabad,Telangana
8c84e7ae-6e94-48f2-b4c8-af6c199aef1b,HYD-Neknampur,17.393,78.376462,Hyderabad,Telangana
74eedd8a-1705-46c3-8dd3-bbfcc0289ec3,KOC-Kalamassery,10.037119,76.315822,Kochi,Kerala
1b66cb9f-a71a-4a96-896f-a420974a2b32,GGN-Sector 52,28.435337,77.078114,Gurugram,Haryana
c833cd5c-df44-42c9-865f-2035f4aa3c4e,JAI-Krishna Nagar,26.923404,75.730658,Jaipur,Rajasthan
551d5b20-6c19-465c-aaf8-0624166cbf93,MUM-Borivali West,19.22356982,72.85172035,Mumbai,Maharashtra
8988d40f-12d3-42d5-9a8e-243712f8e37f,MUM-Vikhroli East,19.12824417123806,72.93787759387904,Mumbai,Maharashtra
07b1b3f7-203d-4d37-9297-1ea22235fe2c,JAI-Bani Park,26.933465,75.797009,Jaipur,Rajasthan
d0e7fabd-57c5-4073-9c43-dc5bbdf3d8fd,DED-Kargi,30.287845,78.028913,Dehradun,Uttarakhand
90f2f25e-b21f-4999-957f-a96a81f01dfb,GGN-SECTOR 39 NEW,28.444382,77.05648,Gurugram,Haryana
a44922a3-06b3-4840-959b-f3f0623c983e,MRT-Daurli,29.05499,77.70842,Meerut,Uttar Pradesh
66343bcf-0c12-4c87-b3b8-5e582e518ca7,MUM-Vashi New,19.085756569679944,72.99873718935925,Mumbai,Maharashtra
5dce0ecb-2c78-4578-92b8-b76780ec63bd,HYD-Begumpet Network,17.44463251,78.46286575,Hyderabad,Telangana
4f1a8aec-600b-429b-81e8-c9ecebf9b5da,TAMBARAM,12.928668552771864,80.1154870844817,Chennai,Tamilnadu
c221bd15-b6c3-407e-a195-7f714e91db4c,MUM-Seawoods,19.01166619373261,73.02365402389766,Mumbai,Maharashtra
5ec071fd-78df-41f6-b3ae-7298d9f96a3d,BLR-Teachers colony,12.925095,77.637091,Bengaluru,Karnataka
631ed664-2717-487d-9979-1e294b7a1b4e,BLR-Choodasandra,12.8821174,77.6733285,Bengaluru,Karnataka
2a82431b-9c30-453e-a6b9-4dc586ae5e75,CHN-Govarthanagiri,13.098921,80.108276,Chennai,Tamilnadu
30a65b0b-3941-4a5f-a0e4-8d0626b37c89,KNU-Barra,26.436009,80.296192,Kanpur,Uttar Pradesh
fb0d381c-e38f-4bcc-a5f8-872e3e033e62,CHN-Velachery Network,12.97692,80.21513,Chennai,Tamilnadu
93891814-819c-4e05-95a9-48ba1696f039,BLR-Hope Farm New,12.98416,77.767,Bengaluru,Karnataka
18073c2e-7d0d-4096-b0e0-c8b5f7454446,HYD_MIYAPUR,17.49290969105258,78.35278852664352,Hyderabad,Telangana
4db16931-a992-4b6a-805d-be5d594941ba,GGN-Sector 24 New,28.49603,77.109233,Gurugram,Haryana
9b74fd73-1753-4b1c-a6df-6b8d01bd168c,DED-Kulhan,30.372331295586655,78.09883718469094,Dehradun,Uttarakhand
2e591664-44a8-491a-9add-0af20446f0cc,GGN-SECTOR 53,28.44344,77.09568,Gurugram,Haryana
17532e16-28d2-4271-bbac-c48b9b3f8dd1,KOL-Kamarhati,22.67153941,88.37841808,Kolkata,West Bengal
ad87f09e-6b7e-40d4-99e7-2776aaf587a1,HYD-Ameenpur,17.52584138,78.31925768,Hyderabad,Telangana
308d5afe-f44d-443b-ab47-5f6e43f3fcbd,VJW-HB Colony,16.532303,80.592049,Vijayawada,Andhra Pradesh
93cd2e82-b141-41bc-91c5-2805396da43d,DEL-Sarita Vihar,28.537425,77.296626,Delhi,Delhi
48018697-39cd-458a-a2dc-b6ac22e6b5c0,MUM-Tilak Nagar,19.067859321020833,72.89862229585934,Mumbai,Maharashtra
75ce4477-9307-4db7-b750-a640a90e0e51,LKO-Manas Enclave,26.902775,81.002369,Lucknow,Uttar Pradesh
e3b48c7c-765f-4ae8-a150-7d982b2d75d9,CHD-Manimajra,30.71021,76.84246,Chandigarh,Chandigarh
